identificadorArchivo,archivoOrigen,arquitectura,particion,indiceChunk,filasValidas,rutaParquetChunk,fechaActualizacion
97b94fe2d0bb4193,2023-11-12_2023-11-18_Win32_train.jsonl,Win32,train,39,1500,artefactos/ember2024/parquetSeleccionado/97b94fe2d0bb4193/chunk_00039.parquet,2026-03-15T16:36:19.051126+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,0,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00000.parquet,2026-03-15T16:36:19.191951+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,1,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00001.parquet,2026-03-15T16:36:19.341141+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,2,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00002.parquet,2026-03-15T16:36:19.506049+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,3,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00003.parquet,2026-03-15T16:36:19.649666+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,4,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00004.parquet,2026-03-15T16:36:19.810970+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,5,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00005.parquet,2026-03-15T16:36:19.962653+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,6,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00006.parquet,2026-03-15T16:36:20.129505+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,7,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00007.parquet,2026-03-15T16:36:20.278913+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,8,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00008.parquet,2026-03-15T16:36:20.442712+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,9,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00009.parquet,2026-03-15T16:36:20.615405+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,10,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00010.parquet,2026-03-15T16:36:20.783972+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,11,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00011.parquet,2026-03-15T16:36:20.958985+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,12,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00012.parquet,2026-03-15T16:36:21.135059+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,13,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00013.parquet,2026-03-15T16:36:21.318414+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,14,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00014.parquet,2026-03-15T16:36:21.477909+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,15,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00015.parquet,2026-03-15T16:36:21.647690+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,16,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00016.parquet,2026-03-15T16:36:21.826341+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,17,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00017.parquet,2026-03-15T16:36:21.992689+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,18,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00018.parquet,2026-03-15T16:36:22.162482+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,19,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00019.parquet,2026-03-15T16:36:22.346497+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,20,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00020.parquet,2026-03-15T16:36:22.533593+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,21,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00021.parquet,2026-03-15T16:36:22.696504+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,22,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00022.parquet,2026-03-15T16:36:22.876696+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,23,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00023.parquet,2026-03-15T16:36:23.023586+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,24,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00024.parquet,2026-03-15T16:36:23.196655+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,25,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00025.parquet,2026-03-15T16:36:23.371241+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,26,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00026.parquet,2026-03-15T16:36:23.534236+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,27,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00027.parquet,2026-03-15T16:36:23.691102+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,28,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00028.parquet,2026-03-15T16:36:23.845167+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,29,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00029.parquet,2026-03-15T16:36:23.995693+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,30,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00030.parquet,2026-03-15T16:36:24.157233+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,31,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00031.parquet,2026-03-15T16:36:24.314638+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,32,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00032.parquet,2026-03-15T16:36:24.479963+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,33,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00033.parquet,2026-03-15T16:36:24.647076+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,34,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00034.parquet,2026-03-15T16:36:24.818303+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,35,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00035.parquet,2026-03-15T16:36:24.972230+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,36,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00036.parquet,2026-03-15T16:36:25.146930+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,37,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00037.parquet,2026-03-15T16:36:25.315551+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,38,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00038.parquet,2026-03-15T16:36:25.466860+00:00
a36819014fe23268,2023-11-19_2023-11-25_Win32_train.jsonl,Win32,train,39,1500,artefactos/ember2024/parquetSeleccionado/a36819014fe23268/chunk_00039.parquet,2026-03-15T16:36:25.618461+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,0,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00000.parquet,2026-03-15T16:36:25.768947+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,1,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00001.parquet,2026-03-15T16:36:25.942698+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,2,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00002.parquet,2026-03-15T16:36:26.095663+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,3,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00003.parquet,2026-03-15T16:36:26.245949+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,4,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00004.parquet,2026-03-15T16:36:26.394463+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,5,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00005.parquet,2026-03-15T16:36:26.529009+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,6,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00006.parquet,2026-03-15T16:36:26.692879+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,7,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00007.parquet,2026-03-15T16:36:26.846436+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,8,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00008.parquet,2026-03-15T16:36:27.001173+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,9,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00009.parquet,2026-03-15T16:36:27.167529+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,10,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00010.parquet,2026-03-15T16:36:27.331860+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,11,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00011.parquet,2026-03-15T16:36:27.483299+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,12,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00012.parquet,2026-03-15T16:36:27.648544+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,13,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00013.parquet,2026-03-15T16:36:27.809003+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,14,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00014.parquet,2026-03-15T16:36:27.960634+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,15,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00015.parquet,2026-03-15T16:36:28.105761+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,16,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00016.parquet,2026-03-15T16:36:28.272923+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,17,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00017.parquet,2026-03-15T16:36:28.423739+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,18,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00018.parquet,2026-03-15T16:36:28.597228+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,19,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00019.parquet,2026-03-15T16:36:28.759108+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,20,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00020.parquet,2026-03-15T16:36:28.902454+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,21,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00021.parquet,2026-03-15T16:36:29.051833+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,22,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00022.parquet,2026-03-15T16:36:29.207517+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,23,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00023.parquet,2026-03-15T16:36:29.359230+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,24,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00024.parquet,2026-03-15T16:36:29.515767+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,25,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00025.parquet,2026-03-15T16:36:29.711238+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,26,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00026.parquet,2026-03-15T16:36:29.880527+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,27,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00027.parquet,2026-03-15T16:36:30.040940+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,28,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00028.parquet,2026-03-15T16:36:30.195925+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,29,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00029.parquet,2026-03-15T16:36:30.357252+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,30,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00030.parquet,2026-03-15T16:36:30.529071+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,31,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00031.parquet,2026-03-15T16:36:30.685419+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,32,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00032.parquet,2026-03-15T16:36:30.863380+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,33,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00033.parquet,2026-03-15T16:36:31.018957+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,34,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00034.parquet,2026-03-15T16:36:31.188090+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,35,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00035.parquet,2026-03-15T16:36:31.347918+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,36,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00036.parquet,2026-03-15T16:36:31.506001+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,37,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00037.parquet,2026-03-15T16:36:31.658395+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,38,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00038.parquet,2026-03-15T16:36:31.808124+00:00
70c1fcd578fe8dbc,2023-11-26_2023-12-02_Win32_train.jsonl,Win32,train,39,1500,artefactos/ember2024/parquetSeleccionado/70c1fcd578fe8dbc/chunk_00039.parquet,2026-03-15T16:36:31.960625+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,0,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00000.parquet,2026-03-15T16:36:32.123234+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,1,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00001.parquet,2026-03-15T16:36:32.271915+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,2,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00002.parquet,2026-03-15T16:36:32.436309+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,3,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00003.parquet,2026-03-15T16:36:32.582801+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,4,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00004.parquet,2026-03-15T16:36:32.738291+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,5,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00005.parquet,2026-03-15T16:36:32.904508+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,6,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00006.parquet,2026-03-15T16:36:33.064925+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,7,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00007.parquet,2026-03-15T16:36:33.228643+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,8,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00008.parquet,2026-03-15T16:36:33.400135+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,9,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00009.parquet,2026-03-15T16:36:33.556445+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,10,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00010.parquet,2026-03-15T16:36:33.709032+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,11,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00011.parquet,2026-03-15T16:36:33.862858+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,12,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00012.parquet,2026-03-15T16:36:34.019695+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,13,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00013.parquet,2026-03-15T16:36:34.181440+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,14,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00014.parquet,2026-03-15T16:36:34.345631+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,15,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00015.parquet,2026-03-15T16:36:34.507355+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,16,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00016.parquet,2026-03-15T16:36:34.769325+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,17,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00017.parquet,2026-03-15T16:36:34.933140+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,18,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00018.parquet,2026-03-15T16:36:35.082256+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,19,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00019.parquet,2026-03-15T16:36:35.241723+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,20,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00020.parquet,2026-03-15T16:36:35.409435+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,21,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00021.parquet,2026-03-15T16:36:35.561684+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,22,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00022.parquet,2026-03-15T16:36:35.721270+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,23,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00023.parquet,2026-03-15T16:36:35.875335+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,24,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00024.parquet,2026-03-15T16:36:36.029691+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,25,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00025.parquet,2026-03-15T16:36:36.193215+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,26,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00026.parquet,2026-03-15T16:36:36.355203+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,27,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00027.parquet,2026-03-15T16:36:36.516485+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,28,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00028.parquet,2026-03-15T16:36:36.680394+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,29,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00029.parquet,2026-03-15T16:36:36.832685+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,30,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00030.parquet,2026-03-15T16:36:36.989361+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,31,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00031.parquet,2026-03-15T16:36:37.155729+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,32,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00032.parquet,2026-03-15T16:36:37.302791+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,33,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00033.parquet,2026-03-15T16:36:37.451709+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,34,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00034.parquet,2026-03-15T16:36:37.594298+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,35,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00035.parquet,2026-03-15T16:36:37.754448+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,36,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00036.parquet,2026-03-15T16:36:37.902350+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,37,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00037.parquet,2026-03-15T16:36:38.066669+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,38,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00038.parquet,2026-03-15T16:36:38.218877+00:00
4af7453b8b098a36,2023-12-03_2023-12-09_Win32_train.jsonl,Win32,train,39,1500,artefactos/ember2024/parquetSeleccionado/4af7453b8b098a36/chunk_00039.parquet,2026-03-15T16:36:38.376275+00:00
7acb51666d5bc830,2023-12-10_2023-12-16_Win32_train.jsonl,Win32,train,0,1500,artefactos/ember2024/parquetSeleccionado/7acb51666d5bc830/chunk_00000.parquet,2026-03-15T16:36:38.529290+00:00
7acb51666d5bc830,2023-12-10_2023-12-16_Win32_train.jsonl,Win32,train,1,1500,artefactos/ember2024/parquetSeleccionado/7acb51666d5bc830/chunk_00001.parquet,2026-03-15T16:36:38.677132+00:00
7acb51666d5bc830,2023-12-10_2023-12-16_Win32_train.jsonl,Win32,train,2,1500,artefactos/ember2024/parquetSeleccionado/7acb51666d5bc830/chunk_00002.parquet,2026-03-15T16:36:38.831949+00:00
7acb51666d5bc830,2023-12-10_2023-12-16_Win32_train.jsonl,Win32,train,3,1500,artefactos/ember2024/parquetSeleccionado/7acb51666d5bc830/chunk_00003.parquet,2026-03-15T16:36:38.979159+00:00
7acb51666d5bc830,2023-12-10_2023-12-16_Win32_train.jsonl,Win32,train,4,1500,artefactos/ember2024/parquetSeleccionado/7acb51666d5bc830/chunk_00004.parquet,2026-03-15T16:36:39.141908+00:00
7acb51666d5bc830,2023-12-10_2023-12-16_Win32_train.jsonl,Win32,train,5,1500,artefactos/ember2024/parquetSeleccionado/7acb51666d5bc830/chunk_00005.parquet,2026-03-15T16:36:39.304327+00:00
