identificadorArchivo,archivoOrigen,rutaArchivo,arquitectura,particion,indiceChunk,filasValidas,inicioFuente,finFuente,inicioRegistroValido,finRegistroValido,rutaParquetChunk,columnas,fechaActualizacion,rutaChunk
cd005a9c3b94bb3f,2023-10-22_2023-10-28_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-22_2023-10-28_Win32_train.jsonl,Win32,train,26,1500,39000,40499,39000,40499,artefactos/ember2024/parquetBruto/cd005a9c3b94bb3f/chunk_00026.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:13:50.594727+00:00,artefactos\ember2024\parquetBruto\cd005a9c3b94bb3f\chunk_00026.parquet
cd005a9c3b94bb3f,2023-10-22_2023-10-28_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-22_2023-10-28_Win32_train.jsonl,Win32,train,27,1500,40500,41999,40500,41999,artefactos/ember2024/parquetBruto/cd005a9c3b94bb3f/chunk_00027.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:13:51.250176+00:00,artefactos\ember2024\parquetBruto\cd005a9c3b94bb3f\chunk_00027.parquet
cd005a9c3b94bb3f,2023-10-22_2023-10-28_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-22_2023-10-28_Win32_train.jsonl,Win32,train,28,1500,42000,43499,42000,43499,artefactos/ember2024/parquetBruto/cd005a9c3b94bb3f/chunk_00028.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:13:51.895297+00:00,artefactos\ember2024\parquetBruto\cd005a9c3b94bb3f\chunk_00028.parquet
cd005a9c3b94bb3f,2023-10-22_2023-10-28_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-22_2023-10-28_Win32_train.jsonl,Win32,train,29,1500,43500,44999,43500,44999,artefactos/ember2024/parquetBruto/cd005a9c3b94bb3f/chunk_00029.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:13:52.599479+00:00,artefactos\ember2024\parquetBruto\cd005a9c3b94bb3f\chunk_00029.parquet
cd005a9c3b94bb3f,2023-10-22_2023-10-28_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-22_2023-10-28_Win32_train.jsonl,Win32,train,30,1500,45000,46499,45000,46499,artefactos/ember2024/parquetBruto/cd005a9c3b94bb3f/chunk_00030.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:13:53.306535+00:00,artefactos\ember2024\parquetBruto\cd005a9c3b94bb3f\chunk_00030.parquet
cd005a9c3b94bb3f,2023-10-22_2023-10-28_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-22_2023-10-28_Win32_train.jsonl,Win32,train,31,1500,46500,47999,46500,47999,artefactos/ember2024/parquetBruto/cd005a9c3b94bb3f/chunk_00031.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:13:53.917827+00:00,artefactos\ember2024\parquetBruto\cd005a9c3b94bb3f\chunk_00031.parquet
cd005a9c3b94bb3f,2023-10-22_2023-10-28_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-22_2023-10-28_Win32_train.jsonl,Win32,train,32,1500,48000,49499,48000,49499,artefactos/ember2024/parquetBruto/cd005a9c3b94bb3f/chunk_00032.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:13:54.523036+00:00,artefactos\ember2024\parquetBruto\cd005a9c3b94bb3f\chunk_00032.parquet
cd005a9c3b94bb3f,2023-10-22_2023-10-28_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-22_2023-10-28_Win32_train.jsonl,Win32,train,33,1500,49500,50999,49500,50999,artefactos/ember2024/parquetBruto/cd005a9c3b94bb3f/chunk_00033.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:13:55.199990+00:00,artefactos\ember2024\parquetBruto\cd005a9c3b94bb3f\chunk_00033.parquet
cd005a9c3b94bb3f,2023-10-22_2023-10-28_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-22_2023-10-28_Win32_train.jsonl,Win32,train,34,1500,51000,52499,51000,52499,artefactos/ember2024/parquetBruto/cd005a9c3b94bb3f/chunk_00034.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:13:55.920206+00:00,artefactos\ember2024\parquetBruto\cd005a9c3b94bb3f\chunk_00034.parquet
cd005a9c3b94bb3f,2023-10-22_2023-10-28_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-22_2023-10-28_Win32_train.jsonl,Win32,train,35,1500,52500,53999,52500,53999,artefactos/ember2024/parquetBruto/cd005a9c3b94bb3f/chunk_00035.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:13:56.539351+00:00,artefactos\ember2024\parquetBruto\cd005a9c3b94bb3f\chunk_00035.parquet
cd005a9c3b94bb3f,2023-10-22_2023-10-28_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-22_2023-10-28_Win32_train.jsonl,Win32,train,36,1500,54000,55499,54000,55499,artefactos/ember2024/parquetBruto/cd005a9c3b94bb3f/chunk_00036.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:13:57.142988+00:00,artefactos\ember2024\parquetBruto\cd005a9c3b94bb3f\chunk_00036.parquet
cd005a9c3b94bb3f,2023-10-22_2023-10-28_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-22_2023-10-28_Win32_train.jsonl,Win32,train,37,1500,55500,56999,55500,56999,artefactos/ember2024/parquetBruto/cd005a9c3b94bb3f/chunk_00037.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:13:57.822844+00:00,artefactos\ember2024\parquetBruto\cd005a9c3b94bb3f\chunk_00037.parquet
cd005a9c3b94bb3f,2023-10-22_2023-10-28_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-22_2023-10-28_Win32_train.jsonl,Win32,train,38,1500,57000,58499,57000,58499,artefactos/ember2024/parquetBruto/cd005a9c3b94bb3f/chunk_00038.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:13:58.456920+00:00,artefactos\ember2024\parquetBruto\cd005a9c3b94bb3f\chunk_00038.parquet
cd005a9c3b94bb3f,2023-10-22_2023-10-28_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-22_2023-10-28_Win32_train.jsonl,Win32,train,39,1500,58500,59999,58500,59999,artefactos/ember2024/parquetBruto/cd005a9c3b94bb3f/chunk_00039.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:13:59.108042+00:00,artefactos\ember2024\parquetBruto\cd005a9c3b94bb3f\chunk_00039.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,0,1500,0,1499,0,1499,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00000.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:13:59.808990+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00000.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,1,1500,1500,2999,1500,2999,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00001.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:00.482108+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00001.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,2,1500,3000,4499,3000,4499,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00002.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:01.153791+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00002.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,3,1500,4500,5999,4500,5999,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00003.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:01.823084+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00003.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,4,1500,6000,7499,6000,7499,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00004.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:02.526816+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00004.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,5,1500,7500,8999,7500,8999,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00005.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:03.213070+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00005.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,6,1500,9000,10499,9000,10499,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00006.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:03.894711+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00006.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,7,1500,10500,11999,10500,11999,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00007.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:04.569474+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00007.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,8,1500,12000,13499,12000,13499,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00008.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:05.255923+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00008.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,9,1500,13500,14999,13500,14999,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00009.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:05.885519+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00009.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,10,1500,15000,16499,15000,16499,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00010.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:06.560596+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00010.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,11,1500,16500,17999,16500,17999,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00011.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:07.251561+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00011.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,12,1500,18000,19499,18000,19499,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00012.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:07.946992+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00012.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,13,1500,19500,20999,19500,20999,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00013.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:08.581067+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00013.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,14,1500,21000,22499,21000,22499,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00014.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:09.281468+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00014.parquet
b76494fe6015fdf8,2023-10-29_2023-11-04_Win32_train.jsonl,data/ember2024/Win32_train/2023-10-29_2023-11-04_Win32_train.jsonl,Win32,train,15,1500,22500,23999,22500,23999,artefactos/ember2024/parquetBruto/b76494fe6015fdf8/chunk_00015.parquet,"['md5', 'sha1', 'sha256', 'tlsh', 'first_submission_date', 'last_analysis_date', 'detection_ratio', 'label', 'file_type', 'family', 'family_confidence', 'behavior', 'file_property', 'packer', 'exploit', 'group', 'histogram', 'byteentropy', 'strings', 'general', 'header', 'section', 'imports', 'exports', 'datadirectories', 'richheader', 'authenticode', 'pefilewarnings', 'week_id', 'caps', 'ttps', 'mbc', 'particion', 'arquitectura', 'archivoOrigen', 'rutaOrigen', 'identificadorArchivo', 'indiceChunk']",2026-03-14T15:14:09.959458+00:00,artefactos\ember2024\parquetBruto\b76494fe6015fdf8\chunk_00015.parquet
